,x_coord,y_coord
oxygen,51.377747,-1.1672325
comparison,-21.915071,-15.924085
doug,-55.4845,-41.282574
dr._alexander,-33.978825,-52.646584
america_'s_good,-25.320606,-3.3971877
exact_same,-1.7568643,47.37568
west_valley,-59.38997,-13.751898
surely,-28.251106,18.795229
visitor,43.32373,21.756443
worse,15.601831,-15.319155
tea,41.583447,17.57338
demonstrate,-7.7109537,-29.314423
dr._edwards,-33.967823,-53.137066
birthday,-57.086422,16.87168
concentra,-50.220974,-7.6560354
family_history,26.325605,-8.608017
illegal,4.793598,8.646011
egg,-26.90165,4.96447
pad,38.518383,6.6280093
fellow,-59.04607,23.011278
laptop,11.478132,34.152084
plastic,36.55475,3.2810986
ingrown_toenail,49.66464,-29.7235
aesthetician,-33.780277,-40.68539
continually,0.8257266,23.21572
fourth,4.5004206,74.04385
make_feel_rushed,-8.6767025,-8.085551
cod,25.35006,43.079754
language,-0.8166044,-15.106996
path,17.66117,-34.771225
camelback,-63.691635,-12.808416
upstairs,-61.802174,0.86023426
measurement,18.425695,26.23842
within_5_minute,-18.615585,59.71163
yay,-62.2673,-28.733156
upcoming,-2.3259234,53.302643
picky,10.24098,-49.746517
garbage,1.2024769,6.250886
scare,18.50059,-11.791706
accomplish,18.436405,-33.195312
thorough_exam,7.397508,-51.93251
ground,33.19058,11.19434
terrible_customer_service,6.508221,-2.8784075
integrity,-10.988858,-27.914862
dizzy,56.410614,-2.6386416
american,-56.483936,-21.108269
contraction,-46.351467,5.3537955
recall,-27.941135,29.798147
astigmatism,41.50462,-45.139366
brenda,-55.73456,-46.419384
insight,-7.9573383,-31.597704
documentation,13.739488,36.381363
attach,-20.773869,4.2821226
reciev,4.6444287,46.93487
neat,-9.911217,-14.520203
upgrade,-22.767826,-7.230204
within_24_hour,-15.864829,57.127712
dont,-25.294975,9.419665
lesson,-25.51463,-24.618092
9_month,12.459486,78.79169
7_month,12.48012,79.42805
any_sort,6.3617897,10.612101
cortisone_shot,59.640636,-29.70045
insulin,53.828533,4.49665
haha,-22.444786,25.335098
circle,31.406565,5.764098
almost_immediately,-17.473639,59.861237
inviting,-10.111138,-16.020857
scold,0.11457469,13.412572
naturopathic,-33.444706,-29.175905
cavity,50.96658,-36.96778
dr._tran,-42.112408,-47.616844
forehead,41.041725,-26.042162
dr._george,-41.286514,-52.908615
smoke,43.636078,16.799686
morphine,58.62047,9.192762
$_600,33.10497,46.247543
amber,-53.643753,-46.548325
umc_quick_care,-51.155407,-4.939666
redo,30.248558,32.5826
dr._singh,-36.590393,-51.490437
gas,18.48877,-0.07201405
mix,15.129619,-44.04458
cheek,40.198524,-25.933865
verify_insurance,20.658104,44.308464
flat_out,-3.2959802,-3.0477688
j,-59.50054,-38.97572
dump,33.371128,16.711872
drug_addict,10.000119,3.0587158
budget,-20.903337,-6.5673714
greedy,0.7387928,1.211606
handful,31.733156,55.68284
gum,51.213936,-36.810978
furthermore,7.6187983,41.342854
police,-40.118744,-3.1812286
trial,51.197853,17.809025
immunization,-34.31318,42.396618
summary,18.678682,21.786707
lo,-71.54585,-35.594173
lv,-61.090427,-16.977295
unbelievably,-12.308835,-42.582253
save_money,19.626598,0.1731035
associates,-55.74224,-17.155497
hmo,22.489824,49.076347
phone_system,-5.493062,36.77114
4:30,7.91258,64.512436
oral,60.843693,1.4059556
express_concern,-1.3559495,16.044249
gladly,-30.007381,20.402805
workout,25.954378,-34.355213
straightforward,5.9743676,-47.247585
jason,-56.760815,-37.226223
preventative,-26.702057,44.356705
pic,25.972296,18.176254
dry_eye,42.186234,-44.80446
sarah,-54.71587,-43.599285
an_apology,-23.746813,30.685333
very_accommodating,-5.264276,-46.63745
b_c,-14.448243,68.288765
momdoc,-47.26748,-14.82113
curt,-2.8621225,-6.2035565
uterus,46.456512,-22.937727
dinner,42.273994,18.826912
hook_up,48.549953,10.860374
a+,-10.305085,-48.73451
anthony,-57.20116,-39.33999
blank,-64.50525,-29.40296
scope,56.18219,-18.488504
few_week_ago,-7.289575,72.43475
wart,49.989063,-25.919447
becky,-53.13762,-45.67056
numbness,42.390667,-9.261195
tonsil,54.86356,-18.033678
ann,-54.263134,-49.32528
drip,49.69281,10.398332
5th,3.218578,73.278114
rheumatologist,-41.062096,-27.24793
administrator,-39.23728,-4.345048
jan,1.3968824,75.72928
wear_contact,-18.690466,-2.710131
disappointment,9.103425,-1.340488
model,-26.747404,-23.72313
versus,-44.69543,28.829456
noise,42.726597,-0.59019685
educated,3.009081,-47.012962
saturday_morning,3.1258361,65.93237
within_15_minute,-18.925892,59.308346
aside,-18.669449,32.438354
relaxing,-6.753981,-39.568794
clue,-12.547059,24.42548
rip,29.95548,6.4628067
sickness,45.48865,-13.923252
awake,53.990875,0.71926147
scene,14.483885,-1.679467
detox,27.331085,-39.188393
produce,27.699764,-29.999079
observation,-50.182934,1.601846
rachel,-60.11417,-44.26486
alex,-60.02351,-44.117393
flat,37.382313,-2.5362625
sterile,-6.730448,-12.724711
vomiting,51.43348,-8.588787
generous,-2.0686107,-47.96507
dime,31.53977,36.17209
broken,34.60384,3.8860772
prescription_fill,57.60917,16.735785
go_downhill,-68.567444,9.015818
pretend,-7.447693,24.073942
informed,3.8317566,-40.469917
crowded,33.05855,20.948349
dept,-42.90921,-4.7235003
medical_school,-29.897104,-24.174349
reveal,25.491951,-17.589355
highly_suggest,-28.25845,13.881321
eastern,-61.84,-8.016615
blow_off,13.586037,4.7641683
annual_physical,-28.941778,46.57426
regimen,18.584555,-37.965885
4_year_old,-53.96259,14.774693
10_15_minute,24.306213,71.45764
patch,42.692005,6.540358
2_week_ago,-4.4668193,71.86284
star_rating,-34.216724,27.810678
party,29.444944,18.213385
counselor,-37.0284,-36.401295
ugly,24.991945,-1.9690666
bell,-63.435253,-8.112543
satisfaction,-6.1947756,-32.291954
11_a.m.,8.833484,61.903805
abdomen,50.961964,-21.304491
christine,-57.84326,-45.195305
bug,55.792892,-6.3331146
excellent_bedside_manner,1.9000082,-43.423687
qualify,-11.648918,16.325796
slip,33.116657,4.1252513
8_a.m.,7.0561934,62.187523
jeff,-52.734425,-40.822475
harass,26.862734,37.131958
intern,-32.976376,-22.144703
failure,9.168778,16.438793
i.e.,-3.1010795,24.569454
richard,-59.47638,-37.578957
seemingly,-11.135303,8.237202
infect,52.032684,-11.994175
diabetes,48.883213,-14.589064
renew,56.192703,18.77664
peel,33.400974,-38.626686
alleviate,31.606482,-26.904613
more_expensive,19.032707,7.358879
debbie,-60.666763,-48.066765
exceed,-24.053734,3.408875
1:30,9.857957,63.948387
homework,-30.212696,0.50549793
dislike,-7.6383867,4.5073442
prenatal,-43.901623,-18.45146
lucky_enough,-16.17199,-57.490997
christmas,-0.63295823,63.489586
high_fever,53.289337,-7.2954903
10_minute_later,20.812292,76.67074
hopeful,-11.761153,-58.956135
dude,-30.584688,-7.656629
cornea,40.139896,-44.805782
east,-61.869045,-10.113721
grumpy,-5.4823203,-3.4089622
graduate,-29.693913,-24.588634
reality,-14.365631,-35.832436
dr._jones,-39.674824,-47.43514
writing,17.471663,30.853237
couch,34.416485,12.278617
give_0_star,-34.781315,30.567818
extremely_disappointed,5.142562,-11.616441
concept,-13.543601,-26.093267
customer_service_skill,-9.38495,-23.568714
fresh_air,-14.401972,-39.441917
brandon,-52.58094,-39.076046
hours,18.183722,71.94506
sleep_apnea,60.824383,-13.305328
eyesight,40.792843,-46.027313
rub,39.59312,5.9754014
elevator,10.109819,23.77274
visible,39.95476,-23.306814
prenatal_care,-46.10916,9.4198065
spring,-0.30245474,79.30021
campus,-59.361088,-4.637982
clothe,36.331966,9.302731
briefly,15.024175,18.284143
optical,-23.710718,-3.6946294
credential,-9.492623,-30.890083
huge_difference,19.56703,-27.834599
facebook,-7.88456,30.557762
dr._wilson,-38.82693,-51.64108
optician,-30.740303,-14.783901
reception_desk,-36.812668,-9.762479
hunt,-31.05313,2.3829236
ppl,-29.411333,-11.129773
syndrome,36.48811,-17.16178
requirement,-9.945259,15.666631
vary,-15.674047,20.167248
unwilling,1.8610567,-7.4762473
operator,-4.7324963,41.529594
foothills,-33.956593,-34.757607
kick_out,1.8529193,12.14945
pure,5.0284286,-16.660135
ms,37.53324,-30.351753
2_1/2,34.182228,59.77374
super_clean,-10.097092,-14.904919
$_80,33.497192,43.672913
feed_up,7.5646014,-10.864781
yo,-73.14444,-33.325867
spanish,-0.7024956,-15.141683
completely_unprofessional,-1.7572641,-3.109919
judgement,-2.110273,-24.513885
swallow,52.86333,-2.391275
48_hour,15.871416,74.18574
robin,-52.692055,-47.402843
drag,42.023407,0.054752175
hive,53.432835,-13.508126
money_hungry,-0.18404219,2.0260615
sink,36.63873,13.2539835
ten_year,12.450114,82.94191
conclude,26.052303,-17.519234
soooo,-14.979388,-43.17308
upsetting,13.460916,-10.2302885
version,-18.341883,-5.4647446
annual_check,-30.032827,45.119034
weather,43.81984,10.481366
relay,4.9576163,31.43716
wash,38.56528,9.429191
apparent,-3.511355,-26.78228
few_week_later,-5.8824162,68.844124
permission,16.697968,37.085983
mg,60.396343,7.7310658
adore,-15.927076,-51.52653
dehydrated,56.350292,-3.7761364
chiro,-35.455402,-33.663998
alert,5.2213826,35.119038
bank,24.142357,37.922546
appeal,14.383495,43.28229
nutrition,22.41626,-36.827538
accommodating,-3.314704,-46.44501
approachable,0.89269966,-45.51896
5_10_minute,25.039017,71.67498
mind_at_ease,-3.128774,-37.56509
blessed,-14.732197,-57.180046
21,38.720066,61.96397
mirror,31.617771,-0.6659552
negligence,8.078012,0.15010338
complete_waste,16.932085,0.017589457
fiance,-56.08554,17.992805
jones,-60.38904,-35.29616
premium,28.795427,45.868477
afterward,42.5271,-4.7544584
approx,29.111412,62.15816
teenager,-46.968124,17.721561
male_nurse,-35.448616,-14.793163
costco,-24.224133,-1.71742
dr._smith,-40.548546,-47.32681
g,-65.25988,-36.165634
1/2_hour,20.14818,72.93258
proud,-18.13338,-57.860382
blow_away,-8.022676,-56.049664
reputable,-43.677402,-12.482689
11:30,8.659235,63.562523
$_75,34.18687,43.10443
grow_up,-65.431305,-18.315434
appreciative,-12.192657,-56.13011
relative,-57.18723,21.345926
trustworthy,2.8370607,-49.168457
questionable,0.81886256,-9.206263
tune,17.360863,-41.046333
express_how,-18.571943,-49.24668
steal,29.052988,39.693413
more_than_5_minute,26.23749,69.82533
pin,52.33809,-24.985506
overlook,22.811485,5.6871266
m.d.,-46.188488,-37.867523
six_week,13.416041,77.64408
gut,44.411205,-15.213021
next_available,4.7746196,55.797077
kevin,-56.91494,-40.716362
thunderbird,-59.939114,-7.061749
rob,-54.508152,-35.982723
guest,43.39562,20.913252
planned_parenthood,-46.19786,-16.806849
agreement,18.946136,42.279896
high_school,-45.194557,20.05196
depressed,12.33287,-14.460737
rave_about,-14.907292,-52.671818
strep_test,29.512993,25.955254
worsen,36.99284,-13.417418
dr._letelier,-34.150238,-48.39582
$_35,32.274223,42.59598
reception_area,14.601209,20.932951
forever_grateful,-13.888105,-55.441597
good_news,-10.856976,28.708008
chin,40.507553,-25.93087
unavailable,-7.4059935,25.765451
cholesterol,48.042072,-15.23367
b.,-62.025875,-39.63712
dmv,8.590609,5.8702245
cindy,-54.233677,-44.326717
honesty,-6.609885,-28.839136
deeply,0.31085584,-37.69642
difference_between,-15.996797,-5.041586
rebecca,-56.850586,-43.75274
minus,-35.557274,31.253807
23,39.48061,60.013813
harm,29.676819,-16.703405
dishonest,1.5789804,0.16861244
high_quality,-2.6374645,-30.071775
cash_pay,25.431839,48.771027
target,-46.282692,28.836115
undress,35.63074,10.74847
checkout,-37.196377,-9.175532
$_15,33.31504,42.531063
dedication,-5.655549,-30.01552
physicians,-53.58411,-17.007835
behold,-18.47762,67.663666
popular,31.933786,22.301268
extended,18.20868,54.904205
andrew,-59.613495,-40.41045
walker,39.38792,-0.6859242
malpractice,-4.0675926,8.6355505
commitment,-5.127565,-30.196129
consent,16.634546,36.86216
from_california,-61.255043,-19.677607
cryotherapy,28.339941,-38.36413
disclose,7.2136145,35.62345
yr_old,-52.810093,13.1351595
embarrassing,15.395175,-12.098408
germ,30.136608,13.965066
preform,39.379414,-36.348766
hygienist,-5.931954,-49.262123
jen,-52.84733,-45.160217
admission,-47.107616,2.2696478
pinch,45.411224,2.4360104
conveniently_locate,-65.20565,-3.388873
26,38.856407,60.233776
dr._adams,-39.293064,-53.632854
wth,-13.954317,27.474438
cardiac,32.489456,-18.059557
more_than_10_minute,26.204243,69.91232
differently,-23.11264,52.116276
sharp,17.741856,-42.39828
prior_authorization,14.001269,41.88991
senior,-40.804287,0.75709707
telephone,-3.0023909,40.912266
brittany,-56.551895,-45.312378
appropriately,11.658858,16.350698
dr._keller,-41.83441,-50.2076
+_hour,18.550194,70.78948
restaurant,-27.111828,-5.2743635
plantar_fasciitis,57.00668,-26.442293
unknown,35.667908,-16.659132
phoenix_area,-62.308537,-15.575836
hip_replacement,52.57609,-32.735916
abrupt,-2.548545,-5.9275255
mentally,19.138998,-16.75694
shout_out,-22.363655,-48.2183
focused,5.1091857,-41.068703
ha,-16.67033,31.529583
nick,-56.15568,-42.697834
dr._lewis,-41.59125,-52.779354
le,-63.082123,-33.41396
bladder,47.39762,-22.105917
feature,25.968563,15.85451
mass,44.445843,-22.885801
progressive,-22.269575,-7.3406677
suffering,38.47027,-9.659118
wipe,38.752842,11.735778
slam,13.260873,26.774197
greeting,-27.900097,35.43087
health_history,26.04828,-8.185183
ward,-53.621628,-1.6908574
roughly,29.134157,62.31005
ovary,45.635136,-23.398485
relatively,-12.881871,-6.1320324
exchange,-20.247421,-1.2695396
inconvenient,14.474501,-9.133956
retina,39.446445,-45.271194
15_20_minute,23.557941,71.140785
aaron,-54.809048,-37.15491
task,23.712067,-33.92876
chain,-26.47598,-1.5672578
specialists,-55.64032,-17.585938
dr._scott,-45.452675,-47.094204
holly,-57.325523,-44.694412
ppo,22.64365,48.800316
waive,30.12232,42.476376
without_hesitation,-29.650305,15.987173
offend,8.32539,-9.454278
paycheck,-16.01557,-27.559923
self_pay,26.803717,45.658302
christina,-57.035015,-46.735806
filling,51.335167,-37.776604
fucking,-2.324965,4.36188
straighten_out,21.887384,-20.738731
well_organized,-10.5358925,-15.319904
24/7,55.94315,26.045979
25_year,11.475979,83.042595
28,37.60301,62.20518
tendon,53.049583,-29.335875
survive,30.572489,-15.887512
social,-33.053596,-20.269684
accompany,-52.481987,21.851488
blurry,42.05037,-46.224392
bedside_manor,-6.9720755,-24.250978
restore,24.582644,-30.402842
tie,35.53643,4.666664
dr._swenson,-37.03284,-46.177296
relocate,-61.2287,-20.293484
stomach_pain,50.927814,-8.219632
daniel,-57.43983,-39.067097
confuse,16.483055,-2.746481
less_than_10_minute,25.93044,73.61278
minute_late,8.617097,57.36391
a.,-62.715904,-39.550713
contrast,29.023342,22.909897
glance,-5.8756533,23.02778
precious,-22.095284,-34.903793
tricare,21.54371,47.932922
st_rose,-55.547535,-5.6264224
as_oppose,-45.025585,29.186874
dr._g,-40.899662,-52.24482
inept,0.90704143,-1.896116
livid,7.760509,-12.520613
speech,29.35092,-8.223563
regular_basis,19.105328,60.891953
habit,24.746523,-22.426035
twenty_minute,21.113407,73.51058
1_p.m.,8.574095,62.69001
coordinate,-2.5331059,55.023262
burden,11.4951515,1.1945647
bat,-18.479391,-57.984127
precise,6.2219443,-45.04002
giant,27.81069,-4.2291436
genetic,38.393208,-20.419792
pillow,37.331806,12.1382065
liver,47.5888,-18.79218
pace,17.000435,-35.47499
costly,18.680964,7.3353515
e.r.,-52.62043,-2.4268563
more_concerned,7.4736323,-22.436758
shirt,36.41189,8.7563505
cautious,9.901702,-49.059013
ad,-5.516723,29.87091
closely,9.583861,-32.95562
transport,-52.964516,0.27892837
aka,-22.95234,-11.607109
horrid,6.6575966,-6.398718
hi,-26.980145,36.24851
arrowhead,-57.667118,-12.446595
2_1/2_hour,19.594677,69.80105
postpartum,-49.237473,4.5479774
physical_exam,22.416035,25.261898
nv,-58.305496,-17.817707
fatigue,44.408173,-10.966579
tongue,55.89197,-19.710094
deposit,27.66977,44.886734
unprofessionalism,7.482031,-0.9530658
27,38.275826,59.81178
pretty_quickly,-18.39829,57.719276
gel,51.99476,8.179527
mommy,-50.927753,18.703075
30_minute_early,12.387322,60.132362
expedite,13.269915,43.515736
asset,-17.98538,-38.564873
warranty,-19.977179,-4.1037693
fall_asleep,53.202087,-0.787531
general_practitioner,-42.900826,-25.663517
sake,-28.903221,7.7727957
gorgeous,-8.465248,-14.328676
joe,-56.11439,-39.510735
distract,26.967518,12.087144
no_clue_what,-11.183439,24.358034
caregiver,-44.478027,-32.59145
steer_clear,-29.45673,9.3355465
glue,40.335842,4.68919
wash_hand,38.513203,10.624661
temporary,30.395304,-6.932419
overwhelming,16.471413,-11.270759
wallet,27.14113,33.80062
agony,39.73875,-9.472405
bullshit,1.8627218,8.526276
spouse,-52.10217,20.056456
private_room,35.630928,12.8261385
steve,-54.908237,-36.205086
dr._kelly,-39.48594,-50.320778
dr._harter,-41.618027,-54.049873
suit,5.322465,-24.20204
uc,-50.41672,-5.292067
sugar,44.045326,18.08908
decrease,44.807278,-5.558451
pcos,46.32004,-17.015165
topical,53.906143,9.430171
massive,27.849262,-5.448342
crystal,-51.50501,-45.921
sentence,1.5909905,17.727665
lay_down,35.8542,11.595234
bbb,-4.1739883,12.412216
20/15,42.320038,-46.844467
crown,51.0813,-37.718353
internist,-42.661835,-29.022345
guideline,-9.718437,15.749223
ahwatukee,-59.86619,-13.639428
reject,16.109787,42.681297
flip,28.814198,7.030286
accidentally,15.073855,13.479835
represent,-3.831909,-20.504364
freaking,2.9421256,6.6322546
2010,-1.3625959,78.025955
rectify,20.934465,-20.754393
definitely_worth,2.1665218,29.892464
endless,0.6889321,45.532326
door_open,14.026594,25.985006
announce,6.368381,32.752583
aide,-35.63016,-18.015486
paul,-57.895096,-36.427822
market,-17.387163,-0.53221494
secondly,2.577697,-11.777781
1_1/2_hour,20.524006,69.888054
pregnant_woman,-41.931873,5.385804
plate,51.35862,-26.883423
role,-20.462332,-29.004633
intend,-21.159138,13.577785
neurology,-47.6963,-24.12675
abruptly,1.4492924,14.27529
flare_up,46.91974,-10.418063
extraordinary,-11.25376,-51.60565
pant,36.170193,9.2346525
eyeglass_world,-25.447279,-3.4621792
primary_care_provider,-44.662655,-26.816517
more_interested,7.569727,-22.68454
thoroughly_explain,5.8339314,-31.793104
calendar,1.2068546,50.996975
break_down,42.233814,41.108627
defensive,-2.1795628,-7.556399
infusion,49.518677,12.477582
anticipate,3.1387324,27.553911
occasionally,-16.357056,38.71493
diaper,38.39282,12.851813
boss,-58.921825,18.898024
carrie,-62.487194,-45.380768
hernia,46.311546,-24.953718
teen,-49.733112,17.208633
angela,-55.2998,-47.735435
valid,6.4852166,29.775417
vanessa,-55.54991,-44.764782
wheel_chair,11.621456,25.232714
gather,12.365821,33.11803
tremendous,21.30097,-44.990314
southwest_medical,-55.875942,-10.964824
say_hi,-26.977488,34.3217
emotion,15.804428,-18.813057
billing_dept,-36.487732,-3.6839762
ego,-0.20816836,-21.356806
more_importantly,1.2376331,-41.961777
mobility,25.998598,-31.65448
tina,-55.545338,-42.635696
reiterate,2.372421,20.963398
dr._nelson,-44.504776,-51.863007
score,-33.283607,28.438772
anti,56.088936,9.835338
insurance_carrier,21.10139,47.597866
v,-67.145805,-38.445007
vm,-4.304834,39.64648
got,-20.489388,60.898067
colon,48.275208,-20.979647
stable,35.786373,-14.131565
pursue,-32.17722,6.2843194
monitoring,26.143438,28.57447
dare,-64.051926,-44.564354
upmc,-54.26106,-18.809324
thus_far,-13.54263,-9.052948
award,-15.006534,-32.12012
topic,5.8984942,-26.46055
$_1000,33.203358,46.6278
3x,30.261442,58.668003
disgust,6.0373645,-13.150126
hungry,9.93564,-8.368674
horizon,-56.824585,-12.061164
title,-23.37144,-22.751354
base_off,-17.017323,5.492903
midnight,5.8179903,65.47462
naked,34.88582,10.241373
agency,-6.4726787,10.254171
yoga,25.20173,-35.620792
yep,-20.282574,29.758793
label,46.89269,22.626108
feel_rushed,-8.753894,-8.153387
disaster,5.234801,6.4225774
umm,-18.924746,26.983414
fund,18.297592,46.52335
high_level,-2.1142714,-29.090939
hpn,20.203253,48.651268
ethic,-11.43302,-27.705828
correction,42.692513,-43.261745
sedation,35.406857,-33.803154
aftercare,-12.660979,45.448273
due_date,-47.218975,7.1927876
few_month_later,-6.1895485,69.23752
specially,-16.074003,-8.1084585
just_plain,-3.4416394,0.11631201
blood_sugar,49.524174,-4.285303
prescribed,55.634773,10.909596
cat,25.566822,-1.2278159
viral,56.34134,-9.282063
reservation,-40.657284,38.520603
wellbeing,-1.0505481,-33.850628
31,38.28687,62.518448
panic_attack,47.21236,-8.536696
scrub,36.476933,8.492163
victim,-28.179531,8.681512
sarcastic,-2.5124943,-7.013238
harsh,0.08324082,-7.6702056
bully,6.412354,2.876433
owe_money,25.738808,40.80655
react,14.347878,2.0512762
master,11.3510065,-43.30321
ointment,54.21388,8.1204815
stressed,10.854705,-13.89968
cosmetic_procedure,33.760155,-40.79512
seating,30.919224,16.685532
dr.s,-42.097122,-34.299545
gave,61.590664,4.6669436
comfy,-9.839489,-17.377369
explore,16.618929,-25.683577
bend,37.363594,1.4624841
p,-65.029434,-35.069054
anger,9.850397,-0.9891837
niece,-53.619858,16.893858
finance,-34.04068,-2.3853755
k.,-61.493073,-39.440296
no_avail,-1.2801315,31.857967
absurd,10.585859,-4.205209
dr._allen,-45.772324,-49.549377
taylor,-58.307575,-40.57379
gold,-65.15571,-31.318516
race,-23.687346,-21.245703
cervix,46.710606,-22.819666
laser_treatment,34.257412,-39.183125
consumer,-3.6276617,11.525182
violate,7.261014,1.5569533
decorate,-9.3945465,-13.28679
ideal,-10.421511,20.427114
furniture,-8.665085,-12.672183
sweat,42.945297,-2.5019715
loving,-0.5785477,-42.707207
chase,-71.474495,-28.76685
pellet,33.066444,-36.575005
soft,33.34137,0.023031624
ghetto,-1.334389,0.45898613
blonde,-31.519798,-5.9601197
people_skill,-9.282565,-23.668638
30_45_minute,23.020737,70.17628
strain,38.33282,-14.192991
god_bless,-21.84799,-51.556942
andrea,-55.046566,-46.355167
unnecessary_test,9.595022,10.483598
animal,-7.1899004,20.14353
surgical_center,-62.74344,-1.9487153
disconnected,-4.4812937,43.13434
strongly,-32.905384,15.63999
counseling,26.515347,-37.947502
vs.,-44.230648,28.364231
trick,39.009518,7.8199573
examine_room,14.662058,22.73193
allergy_test,27.7918,26.213776
court,-8.186767,8.90977
virtually,17.987993,12.694528
continuously,1.4507936,23.419346
catheter,48.014324,12.066393
denise,-58.228195,-47.15001
analysis,27.118011,28.526857
tap,30.236067,7.889514
survey,19.535185,32.131737
sprain,56.35915,-26.080526
little_nervous,10.921392,-17.723522
impeccable,-8.939807,-50.088463
scarring,40.263336,-23.875177
unbearable,43.824104,-9.230999
give_negative_star,-34.60934,30.510162
necessarily,-27.13773,19.056814
stress_test,26.79224,24.490002
neurological,37.493378,-19.023752
traumatic,20.310986,-11.311737
diarrhea,52.15152,-8.153282
asshole,-3.3792949,3.6881824
speedy,-19.216917,54.742092
cosmetic_surgery,33.786037,-42.043465
dizziness,45.73466,-9.877357
anthem,-60.02284,-11.500871
common_sense,-13.427799,-26.121935
prepp,-13.815182,48.132965
asian,-30.726988,-4.893292
aesthetic,32.007076,-42.43269
co_payment,28.057863,42.79727
entire_team,-20.832264,-44.553616
beauty,31.526814,-42.701706
stranger,-49.188404,22.623049
cough_syrup,55.972324,7.5867014
surprising,16.07819,-6.6273985
dr._nguyen,-40.98209,-55.58505
cna,-35.923702,-15.758293
remarkable,-10.094131,-51.25062
every_single_person,-30.321,-10.928722
driver,-41.623707,37.859825
shake_hand,-26.274956,35.09924
working,-24.278406,-27.313244
teacher,-29.113857,-26.107433
fall_off,34.77579,1.7321529
application,17.849064,33.982674
profile,35.655624,-27.746006
crisis,24.115211,-12.676905
early_morning,0.16491492,55.74417
fast_med,-51.652275,-6.2070017
primarily,-39.383434,24.318092
accordingly,11.661156,16.60279
carenow,-50.74771,-6.759594
el,-72.000854,-34.20932
go_into_labor,-46.63138,6.4135003
mediocre,-4.3746204,-11.802827
stay_far_away,-29.54055,10.03724
extension,-6.201323,40.80325
miscommunication,13.21989,8.18977
irresponsible,2.9886932,-3.260169
operating_room,15.755298,23.012394
gary,-58.916016,-38.635857
raise_voice,2.2638876,15.985916
lori,-59.602444,-48.558735
snotty,-3.8262303,-7.375438
angie,-54.62224,-46.95225
contain,13.505445,33.477974
signature,18.737158,33.735794
free_consultation,-36.066288,7.5599937
dr._olson,-34.19964,-51.392246
tb_test,22.468662,27.713062
women,-47.643375,-15.788262
intention,-16.853508,-23.338337
span,23.263313,59.714653
josh,-51.520813,-42.479465
dr._couvaras,-37.10517,-53.64262
outpatient_surgery,42.171326,-38.523922
talent,-8.377897,-30.820982
reliable,2.8809507,-49.515114
alcohol,45.082085,13.543908
dr._burns,-36.423645,-50.36155
timing,-24.056118,4.289534
severity,33.7895,-20.968876
government,-7.2809777,10.389666
laser_hair_removal,32.207634,-39.416794
copayment,28.336685,43.207405
oh_yeah,-18.682365,32.145256
101,-61.90878,-5.303888
reader,-19.754107,-3.181841
don,-64.47476,-40.88529
dot,15.8188715,29.636538
labcorp,-57.913906,3.372204
skin_condition,34.987103,-19.53714
cook,-65.54031,-27.130447
green_valley,-62.136707,-12.711477
atrocious,7.6838403,-5.823773
7_minute,23.551535,74.502075
nephew,-53.29099,16.07651
knee_replacement,52.609425,-32.860886
kyle,-61.605724,-38.49999
wood,-64.227165,-34.59329
heart_rate,49.561913,-3.6494586
boost,28.351313,-39.715916
jim,-54.02222,-40.034973
sunday_morning,2.776652,65.66796
dissatisfied,6.056636,-10.865476
become_pregnant,-44.550346,10.518586
intervention,17.055857,-30.928473
pool,25.020542,-35.957912
good_listener,2.5467796,-44.320667
conference,-39.755463,3.1970809
hill,-58.62151,-29.323967
confront,2.8512437,13.768805
6_month_ago,-5.52203,72.4058
forte,-61.927975,-34.285877
jordan,-53.62442,-37.417927
click,-9.135667,32.598816
dawn,-58.824764,-45.320335
addiction,38.182617,-18.208323
fifteen_minute,21.774853,74.24105
ordeal,-17.792767,-17.515116
internal,48.97499,-22.700731
shitty,5.6270423,-7.588374
young_woman,-31.866108,-9.943621
unreasonable,10.529185,-4.052711
monica,-54.668533,-45.494602
discharge_paper,61.9678,11.986159
consist,34.462807,33.569466
stack,36.959026,24.696033
stay_clear,-29.295765,9.377032
shopping,-24.71764,-4.8324413
unsuccessful,-41.129303,11.400788
limp,39.632065,-1.4729165
disabled,-52.36769,24.38359
preference,-6.6800046,15.343367
reserve,2.2750247,55.79278
humble,0.27749294,-42.25708
grand,-55.448944,10.851779
slide,31.67307,4.3815956
pointless,8.539203,10.033045
trigger,42.095673,-12.6388445
more_than_15_minute,26.247461,69.96068
shop_around,-29.926975,2.7058728
link,-5.846885,32.627716
extremely_pleased,-9.9166355,-55.137123
vertigo,45.174164,-11.777961
juice,43.56424,15.930561
pam,-55.891922,-44.577724
infected,52.322765,-11.831781
m.,-61.52629,-40.740574
strictly,-38.034546,23.708967
whole_body,30.359745,-28.254734
discourage,16.862926,3.3972793
ave,-61.065952,-7.876011
privilege,-30.928257,-22.347816
adam,-57.01627,-42.826
slap,40.792297,4.75841
excruciating,41.065464,-11.420231
height,48.831005,-2.3050995
jackie,-60.21421,-48.814316
steven,-60.967274,-39.82489
super_fast,-19.381256,55.964382
valley_ent,-51.15041,-12.493523
rant,-15.9270525,10.196965
donor,-42.674156,7.6433086
echo,25.894403,24.6806
testosterone,47.785892,-16.1305
melanoma,41.43079,-29.106604
north_scottsdale,-60.132595,-14.079066
steroid_shot,56.201515,5.6059656
