,business_id,categories,city,name,review_count,star_avg,state,categories_list,health_business
2100,6DsCj-Vy9gYjyJBBk77DaQ,"doctors, health & medical, family practice",Gilbert,Desert View Family Medicine,60,3.0,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2101,PooOM0rrnqV276dKjHb6ZA,"walk-in clinics, pediatricians, nurse practitioner, medical centers, family practice, health & medical, doctors",Scottsdale,Sunset Clinic Family Medicine,13,5.0,AZ,"['walk-in clinics', ' pediatricians', ' nurse practitioner', ' medical centers', ' family practice', ' health & medical', ' doctors']",family practice
2102,kC1x4pDkj-QU_13J-PA5Dg,"doctors, health & medical, family practice",Scottsdale,DC Ranch Family Medicine & Aesthetics,39,5.0,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2103,9MBBpLw77UBKMaoAgDgiKQ,"family practice, pain management, doctors, health & medical, urgent care",Las Vegas,Santa Rosa Medical Center,6,1.0,NV,"['family practice', ' pain management', ' doctors', ' health & medical', ' urgent care']",family practice
2104,ROYN3c4AHxtJo7sr2I0Tng,"doctors, health & medical, internal medicine, family practice",Las Vegas,CareMore Medical Group Of Nevada,18,2.5,NV,"['doctors', ' health & medical', ' internal medicine', ' family practice']",family practice
2105,1NJPR31R-LNvDTcY_NaPmQ,"health & medical, doctors, urgent care, pediatricians, family practice",Chandler,MY DR NOW,68,2.0,AZ,"['health & medical', ' doctors', ' urgent care', ' pediatricians', ' family practice']",family practice
2106,-PJgXks184iZSA9ueAHe_A,"doctors, health & medical, urgent care, family practice",Phoenix,Banner Urgent Care,38,3.0,AZ,"['doctors', ' health & medical', ' urgent care', ' family practice']",family practice
2107,lmdKTREoAQTT7wGCsYmvyg,"health & medical, family practice, doctors",Charlotte,Weddington Family Medicine,4,3.0,NC,"['health & medical', ' family practice', ' doctors']",family practice
2108,RfpMMvDobLoZ49-Lpfr3Yg,"health & medical, family practice, doctors",Gilbert,Gilbert Center For Family Medicine,62,2.5,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2109,xt5vzkgqJkJQ5qsWMjwV6A,"internal medicine, family practice, health & medical, doctors",Las Vegas,Dignity Health Medical Group,37,2.5,NV,"['internal medicine', ' family practice', ' health & medical', ' doctors']",family practice
2110,gKj0wkJhQ0YT-Aw65e7hQQ,"health & medical, doctors, family practice, obstetricians & gynecologists",Las Vegas,"Stephen K Montoya, MD",8,4.5,NV,"['health & medical', ' doctors', ' family practice', ' obstetricians & gynecologists']",family practice
2111,sNi5U_9aMhd10mvGoppw6g,"health & medical, family practice, doctors",Charlotte,"William G Katibah III, MD",3,5.0,NC,"['health & medical', ' family practice', ' doctors']",family practice
2112,m8qilnIU0-ZeAKBF4BWsGg,"family practice, health & medical, doctors, internal medicine",Gilbert,"Zachary Ortiz, MD",5,5.0,AZ,"['family practice', ' health & medical', ' doctors', ' internal medicine']",family practice
2113,cr5pOUYVlwIDflN_SZuGog,"doctors, health & medical, family practice",Las Vegas,Healthcare Partners Sunset,6,2.5,NV,"['doctors', ' health & medical', ' family practice']",family practice
2114,LV0cRbntDLLIInhANgfoYw,"health & medical, doctors, medical centers, family practice, urgent care",Gilbert,Banner Urgent Care,40,2.5,AZ,"['health & medical', ' doctors', ' medical centers', ' family practice', ' urgent care']",family practice
2115,I-7EUEGac0Lv0GyB8JXFzw,"doctors, family practice, health & medical",Mesa,Southeast Valley Medical Group,30,2.5,AZ,"['doctors', ' family practice', ' health & medical']",family practice
2116,Y96NAVGGmUYZ_Ofwf7CtQQ,"doctors, health & medical, family practice",Phoenix,"William Riley, MD",11,4.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2117,eW3XnKdZI0ZkAvbdCszkOg,"family practice, doctors, health & medical",Streetsboro,Portage Family Medicine,3,3.5,OH,"['family practice', ' doctors', ' health & medical']",family practice
2118,4jgZNlD4DBXAyJpsViTE3w,"health & medical, urgent care, dermatologists, doctors, cardiologists, medical centers, family practice",Las Vegas,Healthcare Partners,10,2.5,NV,"['health & medical', ' urgent care', ' dermatologists', ' doctors', ' cardiologists', ' medical centers', ' family practice']",family practice
2119,qF3HCwVFqQ9XJtDuuWlExQ,"medical centers, family practice, doctors, health & medical",Peoria,Banner Health Clinic - Sunrise Terrace,4,3.5,AZ,"['medical centers', ' family practice', ' doctors', ' health & medical']",family practice
2120,A4ouq36FlWGYbUFPO3uxeA,"family practice, health & medical, urgent care, doctors, medical centers",Las Vegas,Sunset Clinic,12,3.0,NV,"['family practice', ' health & medical', ' urgent care', ' doctors', ' medical centers']",family practice
2121,Jc83OK5bBjYszyWk2MrXlw,"health & medical, doctors, family practice",Glendale,Arizona Family Care,15,2.5,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2122,jZp0EOsBbrlYfpQrIfcB5g,"family practice, doctors, health & medical",Chandler,"Brian Diep, MD",4,3.0,AZ,"['family practice', ' doctors', ' health & medical']",family practice
2123,PeQozO-ci3FslNSC1bqZng,"family practice, health & medical, doctors",Scottsdale,"Arteaga Luke, MD",3,2.5,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2124,8sX2Qb-_hUK6I3h4LjxDfg,"health & medical, family practice, obstetricians & gynecologists, pediatricians, doctors",Charlotte,Novant Health Primary Care Foxcroft,8,3.0,NC,"['health & medical', ' family practice', ' obstetricians & gynecologists', ' pediatricians', ' doctors']",family practice
2125,KcsS_bqSDPED-pkQyWZMvg,"family practice, health & medical, doctors",Phoenix,Clinica La Familia,22,2.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2126,Nz7qt2GIE6XVqDZvjCnWcQ,"doctors, health & medical, family practice",Las Vegas,Kinel Family Medicine PC,19,4.5,NV,"['doctors', ' health & medical', ' family practice']",family practice
2127,F_DBb-P6iZPiPROZ2wzJKA,"doctors, family practice, obstetricians & gynecologists, health & medical",Phoenix,Centro De Salud Familiar,5,3.5,AZ,"['doctors', ' family practice', ' obstetricians & gynecologists', ' health & medical']",family practice
2128,KuYyB21xPJau93MD3dfgow,"family practice, health & medical, doctors",Scottsdale,Scottsdale Family & Urgent Care,12,2.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2129,PlWYtdCQIYGllPW9e66lRw,"family practice, pediatricians, health & medical, doctors",Las Vegas,Sunshine Valley Pediatrics,9,4.0,NV,"['family practice', ' pediatricians', ' health & medical', ' doctors']",family practice
2130,enuQMTvtahU8ON3qptlC1w,"family practice, medical centers, health & medical, doctors, internal medicine, obstetricians & gynecologists",Las Vegas,HealthCare Partners,11,2.0,NV,"['family practice', ' medical centers', ' health & medical', ' doctors', ' internal medicine', ' obstetricians & gynecologists']",family practice
2131,ikv2tPQqEKr0R8mMBke1BQ,"doctors, health & medical, family practice",Chandler,East Valley Family Physicians,36,2.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2132,rL6Wq4_35BKBvc7teaky7Q,"doctors, family practice, health & medical",Phoenix,Holder J Michael DO,3,4.5,AZ,"['doctors', ' family practice', ' health & medical']",family practice
2133,WUQZLfjfoHcl4tjp_sj9ow,"doctors, family practice, internal medicine, health & medical",Henderson,"Kochy Y Tang, DO",19,4.0,NV,"['doctors', ' family practice', ' internal medicine', ' health & medical']",family practice
2134,-aORU-mzm9B9l40kHsEMnA,"doctors, health & medical, family practice",Tempe,"Deborah Copus, MD",6,4.0,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2135,-e_KcVcnFR3a7heNl2TGSg,"health & medical, diagnostic services, laboratory testing, family practice, internal medicine, doctors",Glendale,Sun Arizona Medical Group,3,1.0,AZ,"['health & medical', ' diagnostic services', ' laboratory testing', ' family practice', ' internal medicine', ' doctors']",family practice
2136,aeqgneINQlmzhV9MJ7TdxQ,"family practice, health & medical, doctors, urgent care",Goodyear,Sun Valley Urgent Care,4,2.0,AZ,"['family practice', ' health & medical', ' doctors', ' urgent care']",family practice
2137,DtQihtkCulMCzlPzhYP4ag,"pain management, family practice, health & medical, doctors",Las Vegas,"Ronald G Kong, MD",3,4.5,NV,"['pain management', ' family practice', ' health & medical', ' doctors']",family practice
2138,G6tEd6mkaWh8fv8Ab-J4cA,"family practice, internal medicine, doctors, health & medical",Las Vegas,"Julie Wu, MD",12,4.0,NV,"['family practice', ' internal medicine', ' doctors', ' health & medical']",family practice
2139,VxFcfeCKVY8pif1CRxd95w,"doctors, family practice, health & medical",Mesa,"Pete Coury, MD",15,3.5,AZ,"['doctors', ' family practice', ' health & medical']",family practice
2140,G1TcMEJfdRXa0i2_F3fOzQ,"health & medical, doctors, family practice",Las Vegas,O'connor-Sanders Lydia DO,3,1.0,NV,"['health & medical', ' doctors', ' family practice']",family practice
2141,jQ1WcuSDwHf0rp4pVddEXQ,"health & medical, pediatricians, counseling & mental health, prenatal/perinatal care, family practice, doctors",Phoenix,NOAH Venado Valley Health Center,3,3.5,AZ,"['health & medical', ' pediatricians', ' counseling & mental health', ' prenatal/perinatal care', ' family practice', ' doctors']",family practice
2142,FkFodOf4jb1esJbk9Y_cLA,"doctors, family practice, urgent care, health & medical",Surprise,Surprise Family Urgent Care,11,2.5,AZ,"['doctors', ' family practice', ' urgent care', ' health & medical']",family practice
2143,SM8_FL1uaS5WfEG5vZ8uBQ,"internal medicine, health & medical, family practice, doctors",Las Vegas,Von Tobel William MD,3,3.5,NV,"['internal medicine', ' health & medical', ' family practice', ' doctors']",family practice
2144,d5TpKgjYfS6lfbCvhky-Qw,"health & medical, family practice, doctors",Scottsdale,"Dicke C Frederick, MD",11,4.0,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2145,1sgq0n74cMWWeTbXr4bGOQ,"family practice, health & medical, doctors",Scottsdale,Aveon Health,30,5.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2146,SsBeeLKQdsXUeSUhChD97w,"family practice, health & medical, doctors",Peoria,"Joshua D Holland, MD",9,3.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2147,_Ywdmuf8nXoW7IkJwnRu8g,"health & medical, doctors, family practice",Phoenix,"Geoffrey Radoff, MD",12,5.0,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2148,dWZtyCnvuNHMh71J4fmCuA,"health & medical, family practice, internal medicine, doctors",Phoenix,Sobel Family Medicine,21,2.0,AZ,"['health & medical', ' family practice', ' internal medicine', ' doctors']",family practice
2149,zAFThvKpX7RMQec_9Y0U9A,"medical centers, health & medical, family practice, psychiatrists, doctors",Phoenix,Moon Valley Medical Center,4,2.0,AZ,"['medical centers', ' health & medical', ' family practice', ' psychiatrists', ' doctors']",family practice
2150,EAIn1g8MPfPbuvQg8nOMVw,"health & medical, doctors, family practice",Phoenix,"Dawn Cohen, MD",3,4.5,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2151,j7FgyW11muyivwYM0bI3rQ,"family practice, doctors, health & medical",Las Vegas,Healthcare Partners,3,2.5,NV,"['family practice', ' doctors', ' health & medical']",family practice
2152,h_oDFPkRzZTZYTxsxeoLKA,"health & medical, doctors, family practice",Phoenix,Desert Ridge Family Physicians,63,3.5,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2153,wtmDySbztRkhh-MrLRZStw,"family practice, health & medical, doctors",Las Vegas,"Aaron Adaoag, MD",3,1.5,NV,"['family practice', ' health & medical', ' doctors']",family practice
2154,PJObBVJbjkNHKXLvq8R24g,"health & medical, doctors, family practice",Las Vegas,Healthcare Partners Pediatrics,16,3.5,NV,"['health & medical', ' doctors', ' family practice']",family practice
2155,MZoti_iuZeuzI60LkNC0Eg,"health & medical, family practice, medical centers, doctors",Phoenix,Arcadia Physicians Travel Clinic,4,5.0,AZ,"['health & medical', ' family practice', ' medical centers', ' doctors']",family practice
2156,hVXmMGHfsp6_2ljkw3U-9A,"family practice, health & medical, doctors",Avondale,Westview Family Medicine,3,1.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2157,c2CXGmH_Brec8SXQbDJC7w,"family practice, doctors, internal medicine, medical centers, health & medical",Las Vegas,"Gary M Deshazo, DO",6,4.5,NV,"['family practice', ' doctors', ' internal medicine', ' medical centers', ' health & medical']",family practice
2158,bdDgKyn0SSDCKYpFUbCJ5Q,"urgent care, medical centers, doctors, health & medical, family practice",Gilbert,Banner Urgent Care,26,2.5,AZ,"['urgent care', ' medical centers', ' doctors', ' health & medical', ' family practice']",family practice
2159,KqouzJ7_jh9tRQnSmEde5g,"family practice, health & medical, doctors",Las Vegas,Wingard Donald P DO,5,4.0,NV,"['family practice', ' health & medical', ' doctors']",family practice
2160,0x--HnS4FiqQhg97MSRpEw,"doctors, health & medical, family practice",Gilbert,San Tan Family Medicine,4,3.0,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2161,TUC1Nu3M2iB8RximXsx8HA,"doctors, family practice, health & medical",Westlake,Westshore Primary Care,4,3.5,OH,"['doctors', ' family practice', ' health & medical']",family practice
2162,7rGb6B0tetB2QlgTQEJtxA,"health & medical, obstetricians & gynecologists, family practice, doctors",Phoenix,Camelback Family Planning,4,4.0,AZ,"['health & medical', ' obstetricians & gynecologists', ' family practice', ' doctors']",family practice
2163,XPxcuE5weQUPTN9C6GulUA,"doctors, medical centers, family practice, urgent care, health & medical",Gastonia,NextCare Urgent Care,8,4.0,NC,"['doctors', ' medical centers', ' family practice', ' urgent care', ' health & medical']",family practice
2164,T6KoF8J3tdNWKfSD9AmdrA,"optometrists, doctors, health & medical, family practice, medical centers",Madison,Dean Clinic,4,3.0,WI,"['optometrists', ' doctors', ' health & medical', ' family practice', ' medical centers']",family practice
2165,Y9DcsamibY2_zzUNn-I1gw,"family practice, health & medical, doctors",Las Vegas,"Jimenez Francis, MD",12,3.0,NV,"['family practice', ' health & medical', ' doctors']",family practice
2166,HHhHqLtUHXJWXdsmdpc0xw,"doctors, family practice, health & medical",Pittsburgh,Preferred Primary Care Physicians,3,2.0,PA,"['doctors', ' family practice', ' health & medical']",family practice
2167,pZGakjCbFoicCUTdqoewLw,"urgent care, health & medical, family practice, doctors",Chandler,Barbee Primary Care,7,2.5,AZ,"['urgent care', ' health & medical', ' family practice', ' doctors']",family practice
2168,LXYao2qeokplzr4SpEVe3Q,"family practice, doctors, diagnostic services, internal medicine, health & medical, diagnostic imaging, urgent care",Matthews,Matthews Internal Medicine,3,5.0,NC,"['family practice', ' doctors', ' diagnostic services', ' internal medicine', ' health & medical', ' diagnostic imaging', ' urgent care']",family practice
2169,5-55nBaR1EBt1NZD7qVjtw,"health & medical, pediatricians, family practice, medical centers, urgent care, doctors",Phoenix,Desert Bloom Family Medicine,20,2.0,AZ,"['health & medical', ' pediatricians', ' family practice', ' medical centers', ' urgent care', ' doctors']",family practice
2170,tRAlJZb6k6Oo1k53JhUUQA,"family practice, health & medical, doctors",Las Vegas,"Victor DeLeon, MD",3,4.5,NV,"['family practice', ' health & medical', ' doctors']",family practice
2171,qUOx3oDcDZweflVL7zUP2w,"health & medical, family practice, medical centers, doctors",Phoenix,Wellness For Less,11,4.5,AZ,"['health & medical', ' family practice', ' medical centers', ' doctors']",family practice
2172,byJTWhe5nmTYUxYfBSJ8Sg,"medical centers, family practice, health & medical, doctors",Las Vegas,"Adams Kimberly, MD - Total Wellness Family Medicine",65,2.5,NV,"['medical centers', ' family practice', ' health & medical', ' doctors']",family practice
2173,AvRz1z6DSxRmXsTmTdarHQ,"family practice, medical centers, doctors, health & medical, internal medicine",Tempe,"Curtis P Page, MD",30,2.0,AZ,"['family practice', ' medical centers', ' doctors', ' health & medical', ' internal medicine']",family practice
2174,6Y8GeSK10tPbN1aIcR9tzQ,"family practice, health & medical, doctors",Las Vegas,Park Hill Family Practice,13,2.0,NV,"['family practice', ' health & medical', ' doctors']",family practice
2175,hCDrms22F2QKcbSJ4XyrJg,"laboratory testing, diagnostic services, doctors, health & medical, emergency rooms, family practice",Twinsburg,University Hospitals Twinsburg Health Center,9,2.5,OH,"['laboratory testing', ' diagnostic services', ' doctors', ' health & medical', ' emergency rooms', ' family practice']",family practice
2176,3Gfnk_JV8zGH4QonOImQeA,"health & medical, urgent care, family practice, pediatricians, medical centers, doctors",Charlotte,First Care Medical Clinic - Charlotte,3,1.0,NC,"['health & medical', ' urgent care', ' family practice', ' pediatricians', ' medical centers', ' doctors']",family practice
2177,vL0Y0wOJucKUnzlA1iX7vQ,"pediatricians, family practice, doctors, health & medical",Phoenix,"Randy Gelow, MD - Banner Health",4,3.0,AZ,"['pediatricians', ' family practice', ' doctors', ' health & medical']",family practice
2178,IfGz8qxAX1YMcT-bBifRhQ,"doctors, health & medical, family practice",Las Vegas,"Fihn Greg, APH",21,3.0,NV,"['doctors', ' health & medical', ' family practice']",family practice
2179,TSUKOhcY43LJmgaXjt_gxQ,"doctors, health & medical, family practice",Phoenix,"Nava Andrew, MD",11,2.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2180,5mGk_XAxxZzFTB-0DxZMXA,"family practice, hospitals, health & medical, urgent care, doctors",Las Vegas,UMC Quick Care - Summerlin,87,2.0,NV,"['family practice', ' hospitals', ' health & medical', ' urgent care', ' doctors']",family practice
2181,hrVqPwYUwT6JoF-cYQNrsw,"health & medical, medical centers, urgent care, family practice, doctors",Las Vegas,Sunset Clinic,18,2.5,NV,"['health & medical', ' medical centers', ' urgent care', ' family practice', ' doctors']",family practice
2182,sM3h_vmTJb2UbsoWK7TExw,"family practice, doctors, health & medical, counseling & mental health, nutritionists, medical centers",Phoenix,Phoenix Family Medical Clinic,12,2.5,AZ,"['family practice', ' doctors', ' health & medical', ' counseling & mental health', ' nutritionists', ' medical centers']",family practice
2183,44fINSiJC7WyfiptRC07Lw,"doctors, family practice, health & medical",Phoenix,B -Healthy Medical,3,1.0,AZ,"['doctors', ' family practice', ' health & medical']",family practice
2184,vLs2B-Xo1kUlgpCiJ7oDHw,"family practice, health & medical, doctors, internal medicine, pediatricians, medical centers",Gilbert,Banner Health Center: Primary Care Medicine,27,3.0,AZ,"['family practice', ' health & medical', ' doctors', ' internal medicine', ' pediatricians', ' medical centers']",family practice
2185,xoATPKo8rY_9wgHTNoWM-A,"family practice, doctors, health & medical",Las Vegas,Ensign Family Medicine,37,3.0,NV,"['family practice', ' doctors', ' health & medical']",family practice
2186,CdohNSmOTo1ZCtJ1Gme1cw,"family practice, doctors, health & medical, internal medicine",Mesa,Goldberg Mark D MD,3,3.5,AZ,"['family practice', ' doctors', ' health & medical', ' internal medicine']",family practice
2187,WE3FxXD0KGjW-zIRNhCOJg,"family practice, health & medical, doctors",Chandler,"George Roso, MD",10,3.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2188,VJnI8FZ0ljhlCTP6xpQtoQ,"doctors, family practice, optometrists, health & medical",Las Vegas,"Beckwith James, OD -  Vision Source",7,5.0,NV,"['doctors', ' family practice', ' optometrists', ' health & medical']",family practice
2189,GejqLnMHbAaY-mCp8w9W9Q,"health & medical, doctors, family practice",Scottsdale,"Glenn Hinchman, MD",3,4.5,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2190,VycDcDn-9Yf6cRagzVWCkQ,"gastroenterologist, family practice, doctors, health & medical",Goodyear,Southwest Family Medicine,10,2.0,AZ,"['gastroenterologist', ' family practice', ' doctors', ' health & medical']",family practice
2191,VFnTIz4etrT--wNEjp6JmA,"doctors, nutritionists, health & medical, family practice, medical centers",Henderson,Total Care Family Practice,15,2.5,NV,"['doctors', ' nutritionists', ' health & medical', ' family practice', ' medical centers']",family practice
2192,W7TK8MUk2vn8DgVS8-DY7A,"health & medical, nutritionists, urgent care, physical therapy, doctors, family practice",Glendale,Your Family Medicine,14,3.0,AZ,"['health & medical', ' nutritionists', ' urgent care', ' physical therapy', ' doctors', ' family practice']",family practice
2193,wVV93n7mFcKdJ2OMS-RM2Q,"medical centers, doctors, family practice, health & medical",Litchfield Park,Pinnacle Family Medicine,23,2.0,AZ,"['medical centers', ' doctors', ' family practice', ' health & medical']",family practice
2194,fsBkvL_4dOEO4A2DnhG57A,"health & medical, hospitals, urgent care, doctors, family practice",Las Vegas,CareNow,120,3.5,NV,"['health & medical', ' hospitals', ' urgent care', ' doctors', ' family practice']",family practice
2195,eekNt3eCw9ooKCmnigRjhg,"pediatricians, health & medical, family practice, doctors",Gilbert,Cigna Medical Group,3,2.5,AZ,"['pediatricians', ' health & medical', ' family practice', ' doctors']",family practice
2196,YD8C2WoDt5WOIao-Em3hhw,"urgent care, medical centers, family practice, doctors, health & medical",Mt. Lebanon,Medi-Help,6,3.5,PA,"['urgent care', ' medical centers', ' family practice', ' doctors', ' health & medical']",family practice
2197,DmhGpzoNzZ2Z6ikcIf3RkA,"pediatricians, health & medical, doctors, family practice",Phoenix,Kids Kare Pediatrics & Family Kare,3,2.5,AZ,"['pediatricians', ' health & medical', ' doctors', ' family practice']",family practice
2198,rwKqWxss1kHEjt6H91TWwg,"medical centers, doctors, health & medical, family practice",Irwin,Excela Health Excela Square,4,2.5,PA,"['medical centers', ' doctors', ' health & medical', ' family practice']",family practice
2199,ieB75OLckQ317dbuPdhexw,"family practice, medical centers, doctors, health & medical, osteopathic physicians",Chandler,Hatfield Medical Group,38,2.0,AZ,"['family practice', ' medical centers', ' doctors', ' health & medical', ' osteopathic physicians']",family practice
2200,ihbzbV1ZOjxn3VjfPqkfGQ,"doctors, health & medical, family practice",Scottsdale,Diabevita,3,2.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2201,d4TOkUhfqScHfcEO8wPmZQ,"internal medicine, health & medical, fertility, family practice, doctors, hospitals, medical centers",Strongsville,MyCare Clinic,3,5.0,OH,"['internal medicine', ' health & medical', ' fertility', ' family practice', ' doctors', ' hospitals', ' medical centers']",family practice
2202,K4K7FTO2T2vkNDsuiUT39A,"doctors, health & medical, family practice",Goodyear,Estrella Mountain Medical Group,11,1.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2203,zk_236iVrH6t6hqSW5OVDg,"doctors, family practice, dermatologists, health & medical",Champaign,Carle Clinic Association,6,3.0,IL,"['doctors', ' family practice', ' dermatologists', ' health & medical']",family practice
2204,vMu_W_ypXiCAweF94vYt-Q,"family practice, doctors, medical centers, health & medical",Las Vegas,Decatur Family Practice,10,1.5,NV,"['family practice', ' doctors', ' medical centers', ' health & medical']",family practice
2205,lir3-VtoYAy-E0LB-9XBIQ,"health & medical, family practice, doctors",Gilbert,Mesa Family Physicians,16,2.0,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2206,unXUU08ImeLH8C6qL32_lw,"family practice, health & medical, doctors",Gilbert,Excel Primary Care,10,3.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2207,m4v8PlRNhKZnhV__MCV16Q,"family practice, doctors, health & medical",Chandler,Grand Canyon Family Medicine,34,2.5,AZ,"['family practice', ' doctors', ' health & medical']",family practice
2208,rvL8sMvhCdN_pocl7pf3jA,"health & medical, family practice, doctors",Phoenix,Aking Rodd MD Llc MD,3,1.0,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2209,r25sYLLdtce-aDWhkiWwjQ,"health & medical, family practice, doctors",Harrisburg,Harrisburg Family Physicians,5,2.5,NC,"['health & medical', ' family practice', ' doctors']",family practice
2210,GUdynL5d8o3B43i2eNek7A,"health & medical, doctors, family practice",Scottsdale,"Gibson Shari, MD",12,4.5,AZ,"['health & medical', ' doctors', ' family practice']",family practice
2211,mdSjKOsTz1HIxJPauZ4GaA,"doctors, family practice, health & medical, medical centers",Las Vegas,Rapid-Care Medical Clinic,28,2.5,NV,"['doctors', ' family practice', ' health & medical', ' medical centers']",family practice
2212,0ZTMA0VS-SWnD_BGoIfP3A,"health & medical, doctors, family practice",Charlotte,Northwest Family Physicians,13,4.0,NC,"['health & medical', ' doctors', ' family practice']",family practice
2213,CjIbMvVmWEE4a2Wnz0ZY7g,"family practice, doctors, health & medical, hospitals, urgent care",Fort Mill,Piedmont Urgent Care Center at Baxter Village,8,3.0,SC,"['family practice', ' doctors', ' health & medical', ' hospitals', ' urgent care']",family practice
2214,zYigz9TH4jt168DVf3kbgQ,"health & medical, family practice, doctors",Peoria,Del Lago Family Medicine,4,2.0,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2215,1PZBCPJriutBXJk6KlSV3g,"family practice, health & medical, doctors",Mesa,Patchen Family Practice,5,3.5,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2216,yFxylNJEyCJ2ezkzzJsK4w,"doctors, health & medical, family practice",Scottsdale,"Williams Magda, MD",8,3.0,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2217,hrzucwS-KKWscRboBWvW-A,"internal medicine, doctors, health & medical, family practice",Henderson,Health Care Partners Medical Group,3,3.5,NV,"['internal medicine', ' doctors', ' health & medical', ' family practice']",family practice
2218,EzCQZSXKlqgnsoMIuu7LyA,"doctors, hospitals, family practice, internal medicine, cardiologists, health & medical, surgeons, medical centers, behavior analysts",Lakewood,Lakewood Family Health Center - Cleveland Clinic,9,3.5,OH,"['doctors', ' hospitals', ' family practice', ' internal medicine', ' cardiologists', ' health & medical', ' surgeons', ' medical centers', ' behavior analysts']",family practice
2219,fbWz6SZldC1OqF36KWAGrA,"family practice, health & medical, doctors",Gilbert,East Valley Family Practice,11,4.0,AZ,"['family practice', ' health & medical', ' doctors']",family practice
2220,Wd0ojAfJ3JicmE0T2K7UqQ,"pediatricians, family practice, doctors, medical centers, health & medical",Peoria,Great Destinations Pediatrics,22,4.0,AZ,"['pediatricians', ' family practice', ' doctors', ' medical centers', ' health & medical']",family practice
2221,G3mBu1HOiL6yr2G2S0JJFg,"doctors, physical therapy, family practice, health & medical",Charlotte,Arrowood Medical Center,3,3.0,NC,"['doctors', ' physical therapy', ' family practice', ' health & medical']",family practice
2222,07bwsGzhb3EncDL1HUFUpQ,"optometrists, health & medical, doctors, family practice",Las Vegas,Vision Source,84,4.5,NV,"['optometrists', ' health & medical', ' doctors', ' family practice']",family practice
2223,ALD4xd6lQK5-7MMky8GnUw,"pediatricians, family practice, health & medical, internal medicine, doctors",Phoenix,Adelante Healthcare,5,3.5,AZ,"['pediatricians', ' family practice', ' health & medical', ' internal medicine', ' doctors']",family practice
2224,pU2beOLSyb65MmRTirTrow,"health & medical, osteopathic physicians, family practice, doctors, urgent care",Peoria,Ark Family Health,10,5.0,AZ,"['health & medical', ' osteopathic physicians', ' family practice', ' doctors', ' urgent care']",family practice
2225,e8oxwe-x1l4-dZVo0dRgWg,"health & medical, family practice, doctors",Laveen,West Baseline Family Medical Center,8,1.5,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2226,F8f7jf0ZvN0OP8QFv3s6VQ,"doctors, diagnostic services, family practice, health & medical, internal medicine",Las Vegas,Calderon Medical Group,3,3.5,NV,"['doctors', ' diagnostic services', ' family practice', ' health & medical', ' internal medicine']",family practice
2227,wQC6RKj4uBHmQj0yfU5mRw,"medical centers, doctors, health & medical, family practice",Las Vegas,Sunset Clinic,8,3.0,NV,"['medical centers', ' doctors', ' health & medical', ' family practice']",family practice
2228,0LHJIctFETJiVm6k4567Vw,"health & medical, family practice, doctors",Scottsdale,Care MD,8,3.0,AZ,"['health & medical', ' family practice', ' doctors']",family practice
2229,u7ewKuY8JBXLlJylF3bw4w,"family practice, doctors, health & medical",Phoenix,East Valley Family Medical,26,1.5,AZ,"['family practice', ' doctors', ' health & medical']",family practice
2230,jaLoE6Wb99k2sYiFlgKUwA,"doctors, health & medical, family practice",Phoenix,Sunset Family Physicians PC,3,2.5,AZ,"['doctors', ' health & medical', ' family practice']",family practice
2231,Hh46x5prb6vS_9CNWNwSwA,"family practice, doctors, health & medical",Las Vegas,UMC Primary Care - Summerlin,3,1.5,NV,"['family practice', ' doctors', ' health & medical']",family practice
2232,B2YzV7kYkjWsuYtYu4dHZg,"health & medical, doctors, family practice",Phoenix,Tramonto Crossing Family Medicine,3,5.0,AZ,"['health & medical', ' doctors', ' family practice']",family practice
