,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
3698,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",E9TcjiRZ4kuTdEHGljGtQA,"urologists, health & medical, doctors",Chandler,Arizona State Urological Institute,7,2.5,AZ,"['urologists', ' health & medical', ' doctors']"
3699,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Xf_FTNgrLRWIiVMHJ_rYpA,"health & medical, doctors",Cave Creek,"Jerome E Rubbelke, MD",5,2.5,AZ,"['health & medical', ' doctors']"
3700,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",q5qmxiI6mqLpBGWpFlrysw,"health & medical, audiologist, hearing aid providers, doctors",Glendale,Metro Hearing,4,4.0,AZ,"['health & medical', ' audiologist', ' hearing aid providers', ' doctors']"
3701,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",CJvY3_y5ds2sAtHj37Qrhw,"physical therapy, health & medical",Gilbert,Carling Aquatic & Physical Therapy,16,5.0,AZ,"['physical therapy', ' health & medical']"
3702,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",fFbEraNveHUwGzPHNshkoQ,"medical centers, obstetricians & gynecologists, health & medical, doctors",Chandler,Planned Parenthood - Chandler Health Center,7,1.5,AZ,"['medical centers', ' obstetricians & gynecologists', ' health & medical', ' doctors']"
3703,,-L7W3egf0xOyT2oZQBLulQ,"health & medical, doctors",Scottsdale,"Joel G Cohen, MD",5,3.5,AZ,"['health & medical', ' doctors']"
3704,,3C4f2zyVOCOWDEWoE9ERJQ,"health & medical, medical centers",Surprise,Desert Mirage Surgery Center,4,5.0,AZ,"['health & medical', ' medical centers']"
3705,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",9h3NnuI8kpaRv8OKsyjoCQ,"chiropractors, health & medical",Moon Township,Moon Chiropractic,3,5.0,PA,"['chiropractors', ' health & medical']"
3706,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",CxyR0cd-mtOw23Fa5pu7-A,"health & medical, chiropractors",Henderson,Advanced Spine & Rehabilitation,13,4.5,NV,"['health & medical', ' chiropractors']"
3707,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",o9-ZRUwmM26zTDpAx_xL0Q,"doctors, urgent care, health & medical, medical centers",Scottsdale,NextCare Urgent Care,48,3.5,AZ,"['doctors', ' urgent care', ' health & medical', ' medical centers']"
3708,,rnDWjiNRog8GxAvjM1KzPQ,"cosmetic surgeons, health & medical, doctors",Scottsdale,Scottsdale Plastics,3,3.5,AZ,"['cosmetic surgeons', ' health & medical', ' doctors']"
3709,{'ByAppointmentOnly': 'False'},NcvVJG-Gz34ZJDpxrSOOBA,"health & medical, optometrists",Henderson,Trang Tran OD Professional,3,3.0,NV,"['health & medical', ' optometrists']"
3710,{'ByAppointmentOnly': 'True'},ycC7GjBSSseCUx-trOGzhQ,"chiropractors, health & medical",Scottsdale,Gonstead Performance Chiropractic,5,5.0,AZ,"['chiropractors', ' health & medical']"
3711,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",moreLBDDXJf5_heaQ7SLiw,"ear nose & throat, doctors, allergists, plastic surgeons, health & medical",Phoenix,Biltmore Ear Nose & Throat,18,3.0,AZ,"['ear nose & throat', ' doctors', ' allergists', ' plastic surgeons', ' health & medical']"
3712,{'ByAppointmentOnly': 'True'},kJZbI8Va6Lvr7JRmf6u2FA,"health & medical, chiropractors",Pittsburgh,Mustin Chiropractic Clinic PC,3,3.5,PA,"['health & medical', ' chiropractors']"
3713,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",7t91Dt4Evu4Xuj1VhJKm7A,"physical therapy, health & medical",Mesa,Moore Physical Therapy,4,5.0,AZ,"['physical therapy', ' health & medical']"
3714,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",idow43TU4yFV9dUce1XoCA,"doctors, health & medical, obstetricians & gynecologists",Las Vegas,"Sheldon Paul, MD FACOG - WHASN",15,4.0,NV,"['doctors', ' health & medical', ' obstetricians & gynecologists']"
3715,{'ByAppointmentOnly': 'True'},xfd8yrRkOfrDPiyxVAT2xQ,"physical therapy, health & medical",Gilbert,Bustillo Physical Therapy,3,5.0,AZ,"['physical therapy', ' health & medical']"
3716,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",56go0Iox7D7SUzSwsuJsHw,"optometrists, health & medical",Charlotte,Spectrum Eye Care,13,3.5,NC,"['optometrists', ' health & medical']"
3717,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Asb6oL1mbTSD025ff7glDA,"counseling & mental health, rehabilitation center, psychiatrists, doctors, health & medical, addiction medicine",Las Vegas,A New Generation Life Recovery Center,4,5.0,NV,"['counseling & mental health', ' rehabilitation center', ' psychiatrists', ' doctors', ' health & medical', ' addiction medicine']"
3718,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",wCyaAIsKHZrMmht54flGGw,"hepatologists, doctors, health & medical, gastroenterologist",Huntersville,Charlotte Gastroenterology & Hepatology,6,3.5,NC,"['hepatologists', ' doctors', ' health & medical', ' gastroenterologist']"
3719,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",mCcY62YL1_znlpktmozqWA,"doctors, health & medical, anesthesiologists",Charlotte,V Pain Clinic,3,5.0,NC,"['doctors', ' health & medical', ' anesthesiologists']"
3720,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Teo0RZJg-zTFiH61JP3ZGA,"health & medical, family practice, urgent care, doctors",North Las Vegas,Craig Medical Center,41,3.0,NV,"['health & medical', ' family practice', ' urgent care', ' doctors']"
3721,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",1tseOIlX_EYd5Ca73LF1DA,"health & medical, medical centers, doctors",Peoria,Phoenix Medical Group - Peoria Clinic,7,1.5,AZ,"['health & medical', ' medical centers', ' doctors']"
3722,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",vmHYjX_1S9x_NFfNiqEFaw,"doctors, chiropractors, health & medical, rehabilitation center",Las Vegas,West Valley Chiropractic Ctr,5,5.0,NV,"['doctors', ' chiropractors', ' health & medical', ' rehabilitation center']"
3723,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",uYP8uh8EdARxkk6_a-7G-w,"health & medical, pediatricians, internal medicine, doctors",Scottsdale,Valley Internal Medicine and Pediatrics PC,7,4.5,AZ,"['health & medical', ' pediatricians', ' internal medicine', ' doctors']"
3724,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",-Ag8JiHlShYxx0KBHZfXVw,"health & medical, doctors",Las Vegas,Harb Mouchir S MD,7,2.0,NV,"['health & medical', ' doctors']"
3725,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",d5AFsS5BmfjVa32EP5XZtw,"health & medical, doctors",Las Vegas,Sina Nasri MD,32,3.5,NV,"['health & medical', ' doctors']"
3726,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",pSAZ4DIE9cNdfkd9MtoZlg,"health & medical, physical therapy",Scottsdale,Landmark Physical Therapy,15,5.0,AZ,"['health & medical', ' physical therapy']"
3727,{'ByAppointmentOnly': 'True'},74UKj1BnElqyMi4dyTblWg,"doctors, pain management, health & medical",Las Vegas,Advanced Pain Management Center,4,2.0,NV,"['doctors', ' pain management', ' health & medical']"
3728,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",rYJuBqLYA60pJHSgjJdcKQ,"doctors, family practice, health & medical",Las Vegas,Southern Nevada Family Medicine,11,3.0,NV,"['doctors', ' family practice', ' health & medical']"
3729,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",uLHxge5xhtqwWCHQuB5tyA,"health & medical, obstetricians & gynecologists, doctors",Phoenix,"David Glassman, DO",49,4.5,AZ,"['health & medical', ' obstetricians & gynecologists', ' doctors']"
3730,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",LIbszLZgTiJ51hYN_9AvGA,"doctors, health & medical, allergists",Charlotte,Allergy Asthma & Immunology Relief,5,3.0,NC,"['doctors', ' health & medical', ' allergists']"
3731,{'ByAppointmentOnly': 'True'},tPzwdETIH6KBxLXM5r--nQ,"psychiatrists, doctors, health & medical",Scottsdale,Hazel Palpu MD,3,3.5,AZ,"['psychiatrists', ' doctors', ' health & medical']"
3732,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",v8eLbIRawGvwClddD5mdsA,"physical therapy, health & medical",Las Vegas,Sean Early Physical Therapy,3,5.0,NV,"['physical therapy', ' health & medical']"
3733,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",VY5pk9Y4L_J9TT7udftcJg,"pediatricians, internal medicine, doctors, allergists, health & medical, immunodermatologists",Phoenix,"Rahul Rishi, DO",5,5.0,AZ,"['pediatricians', ' internal medicine', ' doctors', ' allergists', ' health & medical', ' immunodermatologists']"
3734,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",EXQultZhREat7ywcodm1cQ,"family practice, health & medical, doctors",Phoenix,"Fauer Robert, MD",4,3.0,AZ,"['family practice', ' health & medical', ' doctors']"
3735,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",pWZoixbmyLuwlyln8qO4TQ,"health & medical, urgent care, medical centers",Phoenix,Valley Urgent Care,10,5.0,AZ,"['health & medical', ' urgent care', ' medical centers']"
3736,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",0OtVp9-5wYs1-cCszQHsLA,"health & medical, internal medicine, chiropractors, doctors",Phoenix,Tatum Internal Medicine Assoc,3,2.5,AZ,"['health & medical', ' internal medicine', ' chiropractors', ' doctors']"
3737,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",q_rE2w40vRPH3sm18FOMfw,"doctors, health & medical, family practice",Scottsdale,Pueblo Family Physicians,30,2.0,AZ,"['doctors', ' health & medical', ' family practice']"
3738,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",vuDnqCiDL4F5CfcUVFaalQ,"diagnostic imaging, diagnostic services, health & medical",Phoenix,American Dynamic Imaging,9,4.5,AZ,"['diagnostic imaging', ' diagnostic services', ' health & medical']"
3739,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",ZIiT0uVXDJM3KRBu5MkI2A,"medical centers, health & medical",Phoenix,A Mri of Arizona,6,3.5,AZ,"['medical centers', ' health & medical']"
3740,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",1qE94q5WIOsJ3sLJFUsXZw,"health & medical, doctors, medical centers, oncologist",Henderson,"Comprehensive Cancer Centers of Nevada, Henderson",9,4.5,NV,"['health & medical', ' doctors', ' medical centers', ' oncologist']"
3741,{'ByAppointmentOnly': 'True'},ft0ADwwdIFAu5OCZRkZ8-Q,"doctors, health & medical",Las Vegas,Children's Urology Associates,4,2.0,NV,"['doctors', ' health & medical']"
3742,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",iLmXC2b9s7ZMR0KTI0bM4A,"health & medical, physical therapy",Scottsdale,Miller Physical Therapy,6,4.5,AZ,"['health & medical', ' physical therapy']"
3743,{'ByAppointmentOnly': 'True'},KRkjKK1ljQt7LgvnDJUbOw,"health & medical, doctors, pediatricians",Scottsdale,"Ziltzer Vivian Gee, MD",4,5.0,AZ,"['health & medical', ' doctors', ' pediatricians']"
3744,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",fesm1BL5w1zifvAsqoORig,"doctors, internal medicine, health & medical",Scottsdale,"Lakin Douglas, MD",6,5.0,AZ,"['doctors', ' internal medicine', ' health & medical']"
3745,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",6Wa_7NzuR7SWfZHG2Oupxw,"health & medical, physical therapy, rehabilitation center, skilled nursing",Surprise,Sante of Surprise,18,3.5,AZ,"['health & medical', ' physical therapy', ' rehabilitation center', ' skilled nursing']"
3746,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",GTQBoAn5ycpe-myZhAukDQ,"health & medical, internal medicine, doctors",Henderson,Wall Monica J MD,7,3.5,NV,"['health & medical', ' internal medicine', ' doctors']"
3747,,PLAeLyt3BnTiMtDxw9IDDg,"health & medical, doctors",Charlotte,Carolina Medical Associates,3,1.0,NC,"['health & medical', ' doctors']"
3748,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0CTeo8nLyhMDtssL8YwvAQ,"speech therapists, health & medical",Charlotte,Innerlinks Communication,3,5.0,NC,"['speech therapists', ' health & medical']"
3749,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",8PwrDdJ28RT82Z_rLiKaqA,"health & medical, physical therapy",Las Vegas,Kelly Hawkins Physical Therapy,4,4.0,NV,"['health & medical', ' physical therapy']"
3750,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",U2avzIKox5bT0zZj6EFuIQ,"health & medical, chiropractors",Las Vegas,The Joint Chiropractic,47,4.5,NV,"['health & medical', ' chiropractors']"
3751,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UbzLYrCozxaN87aySqXKkw,"doctors, podiatrists, health & medical",Charlotte,Ankle & Foot Center of Charlotte,5,2.5,NC,"['doctors', ' podiatrists', ' health & medical']"
3752,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",_M6cf_rx6rMsKaEiLmZVFA,"health & medical, physical therapy",Las Vegas,Select Physical Therapy,5,4.5,NV,"['health & medical', ' physical therapy']"
3753,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",RkLoK6lLDfPLhH8zaltuuw,"doctors, family practice, health & medical",Phoenix,The Wellness Center,14,3.5,AZ,"['doctors', ' family practice', ' health & medical']"
3754,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0AKk_a4dCxlf8lgzeeYT3w,"urgent care, health & medical",Las Vegas,CVS Minute Clinic,4,4.0,NV,"['urgent care', ' health & medical']"
3755,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",QUAAWNq6dG05xdy6IEKxlw,"urgent care, doctors, health & medical",Glendale,Banner Urgent Care,8,3.5,AZ,"['urgent care', ' doctors', ' health & medical']"
3756,{'ByAppointmentOnly': 'True'},Z2q5x8ASXuAnRMtXqRlbKg,"optometrists, health & medical",Scottsdale,Optica Eyewear,3,4.0,AZ,"['optometrists', ' health & medical']"
3757,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",R96YoflEeCePtWEqilT-CA,"health & medical, family practice, doctors",Las Vegas,HealthCare Partners - Buffalo,4,2.0,NV,"['health & medical', ' family practice', ' doctors']"
3758,{'ByAppointmentOnly': 'True'},BR1aiZ2t7n_7z19HRAfH_Q,"health & medical, doctors, allergists",Phoenix,Paradise Valley Allergy,7,4.0,AZ,"['health & medical', ' doctors', ' allergists']"
3759,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0oT62p-LtGyeKr5HOsgcnQ,"doctors, dermatologists, health & medical",Chandler,Skin and Cancer Center of Arizona,41,3.0,AZ,"['doctors', ' dermatologists', ' health & medical']"
3760,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",ErIl0gao7D-4A_CMyjEKlg,"hospitals, health & medical, doctors",Sun City West,Boswell Memorial Hospital,3,3.5,AZ,"['hospitals', ' health & medical', ' doctors']"
3761,,DafkicTwsdMehOcOsT-m6g,"health & medical, medical centers",Phoenix,Urology Associates,6,3.0,AZ,"['health & medical', ' medical centers']"
3762,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",KGemb7ya0hhL5AQDOpzecQ,"medical centers, health & medical",Henderson,Healthcare Partners Cardiology,8,3.0,NV,"['medical centers', ' health & medical']"
3763,{'ByAppointmentOnly': 'False'},gdSXL8jO42nq35uZiCMfIA,"chiropractors, health & medical",Las Vegas,The Joint ...the chiropractic place,13,4.5,NV,"['chiropractors', ' health & medical']"
3764,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",7qf6ZjGjIpNJAOMRyAkaPA,"pediatricians, health & medical, doctors",Las Vegas,Nevada Pediatric Specialists,25,3.0,NV,"['pediatricians', ' health & medical', ' doctors']"
3765,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",pemnOfeybSR7JpQ_0Cl9hw,"health & medical, chiropractors",Gilbert,Living Well Chiropractic,4,4.5,AZ,"['health & medical', ' chiropractors']"
3766,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",z7EYqSqqGJdzkh5rkgAtzA,"laboratory testing, diagnostic services, health & medical",Henderson,Quest Diagnostics,30,2.5,NV,"['laboratory testing', ' diagnostic services', ' health & medical']"
3767,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",bnra7cBj37xFT3-k23fCyA,"chiropractors, health & medical, physical therapy",San Tan Valley,Choice Chiropractic and Wellness,3,5.0,AZ,"['chiropractors', ' health & medical', ' physical therapy']"
3768,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",IHPvpP4WRbbbOSZYyV4Dgg,"endocrinologists, doctors, health & medical",Las Vegas,Valley Endocrinology,10,1.5,NV,"['endocrinologists', ' doctors', ' health & medical']"
3769,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",olSywO3t3BqtmUa3qBne-Q,"rehabilitation center, health & medical",Henderson,Rapid Rehab,3,5.0,NV,"['rehabilitation center', ' health & medical']"
3770,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",_uys6fa1xtDftuBsOctyoA,"internal medicine, doctors, health & medical",Las Vegas,"Lawrence M Allen, MD",3,3.5,NV,"['internal medicine', ' doctors', ' health & medical']"
3771,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",dM6mov7jGxIObo7EqnlNyg,"health & medical, doctors, family practice",Charlotte,Novant Health Midtown Family Medicine,4,4.0,NC,"['health & medical', ' doctors', ' family practice']"
3772,{'ByAppointmentOnly': 'False'},-Vsgumqro6J6B-GruAevOA,"health & medical, walk-in clinics, medical centers",Glendale,Minute Clinic,8,2.0,AZ,"['health & medical', ' walk-in clinics', ' medical centers']"
3773,,CNpyz-jzyZV6I8LVAk_bUA,"health & medical, diagnostic services, diagnostic imaging",Mesa,EVDI Medical Imaging,6,3.0,AZ,"['health & medical', ' diagnostic services', ' diagnostic imaging']"
3774,,4bR0Vn2KuGQ4L0KScONCzQ,"health & medical, skilled nursing, rehabilitation center",Copley,Copley Health Center,3,2.5,OH,"['health & medical', ' skilled nursing', ' rehabilitation center']"
3775,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",IRuTWZm2XKGo0RS0SGGxYw,"urgent care, health & medical",Las Vegas,CareNow,36,4.0,NV,"['urgent care', ' health & medical']"
3776,{'ByAppointmentOnly': 'True'},y9MqK_dWiFKXVFvRyDW52Q,"doctors, health & medical, dermatologists",Concord,Northeast Dermatology,3,3.5,NC,"['doctors', ' health & medical', ' dermatologists']"
3777,{'ByAppointmentOnly': 'True'},cSfzWo-5uELcsgaVC7b6Yg,"health & medical, obstetricians & gynecologists, doctors",Charlotte,Paige Sophia MD,3,1.5,NC,"['health & medical', ' obstetricians & gynecologists', ' doctors']"
3778,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",rPxnRLk-KMsPcsz01EakHA,"health & medical, laboratory testing, diagnostic services",Scottsdale,LabCorp,11,3.0,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']"
3779,,xoTzQNgOLkXAW-Tg-6rs6A,"medical centers, health & medical, emergency rooms",Willoughby,Lake Health-West Medical Center,4,1.0,OH,"['medical centers', ' health & medical', ' emergency rooms']"
3780,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jyNbbVuekVIcxJbnReqAig,"chiropractors, health & medical",Madison,Tinnen Family Chiropractic,8,5.0,WI,"['chiropractors', ' health & medical']"
3781,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",hHCKISj1nVZ1VFP4h8S75Q,"doctors, internal medicine, family practice, health & medical",Glendale,"Christine Harter, MD PC",13,3.5,AZ,"['doctors', ' internal medicine', ' family practice', ' health & medical']"
3782,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",3fmVIoxF8Ubew1pH-TnnLA,"physical therapy, radiologists, doctors, health & medical, diagnostic services, diagnostic imaging",Phoenix,SimonMed Imaging - Desert Ridge,32,3.5,AZ,"['physical therapy', ' radiologists', ' doctors', ' health & medical', ' diagnostic services', ' diagnostic imaging']"
3783,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",zj7KLKYmp__2toSTyA-NKA,"orthopedists, health & medical, doctors",Scottsdale,"Evangelista T Gregory, MD",10,3.5,AZ,"['orthopedists', ' health & medical', ' doctors']"
3784,,xVJlWoLuftOR2nYQzjeXKQ,"urgent care, health & medical",North Las Vegas,Med Express,3,2.0,NV,"['urgent care', ' health & medical']"
3785,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",f3Mn8BxVnccwaQcqyAiwxQ,"health & medical, dermatologists, doctors",Phoenix,"Bill H Halmi, MD",4,3.0,AZ,"['health & medical', ' dermatologists', ' doctors']"
3786,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Unoe6CL3GLDzLFNoVZ8Lkg,"doctors, psychiatrists, counseling & mental health, health & medical, rehabilitation center, addiction medicine",Phoenix,Calvary Healing Center,6,2.5,AZ,"['doctors', ' psychiatrists', ' counseling & mental health', ' health & medical', ' rehabilitation center', ' addiction medicine']"
3787,{'ByAppointmentOnly': 'True'},zu8oV8CgBvcJ5f5DZL2YTg,"doctors, health & medical, allergists",Henderson,"Bob Miyake, MD",6,3.0,NV,"['doctors', ' health & medical', ' allergists']"
3788,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",nsBX79StUMc4cBPYcrXzCw,"health & medical, doctors, obstetricians & gynecologists",Pineville,Mintview Obstetrics & Gynecology Associates PA,9,4.5,NC,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
3789,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",lWIAwxRgcts1bc9j6KIPVQ,"doctors, health & medical, obstetricians & gynecologists",Las Vegas,High Risk Pregnancy Center,31,4.0,NV,"['doctors', ' health & medical', ' obstetricians & gynecologists']"
3790,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",meZ_7eBnrJcQnlbMXN8JVA,"doctors, health & medical",Phoenix,First Medical-Plus Family Practice,4,2.0,AZ,"['doctors', ' health & medical']"
3791,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",6XkmfYJXR-efuiYfaKMfUw,"internal medicine, health & medical, doctors",Henderson,Gabroy James MD,14,3.5,NV,"['internal medicine', ' health & medical', ' doctors']"
3792,{'ByAppointmentOnly': 'True'},Q4Qs_tBeQIa7lmU8jMXYRA,"doctors, health & medical",Charlotte,Elizabeth Pediatrics,5,5.0,NC,"['doctors', ' health & medical']"
3793,{'ByAppointmentOnly': 'False'},AJRSVeM7y2HUp-cyoZeedA,"chiropractors, health & medical",Gilbert,Miller Chiropractic Center,5,5.0,AZ,"['chiropractors', ' health & medical']"
3794,{'ByAppointmentOnly': 'True'},mi61C7Dq3l9t5-kUWUV_vg,"psychiatrists, health & medical, doctors",Las Vegas,Rubin Scott A MD,3,2.5,NV,"['psychiatrists', ' health & medical', ' doctors']"
3795,{'ByAppointmentOnly': 'False'},xllrMDh-r4iViWE9jbAo-Q,"health & medical, chiropractors",Pittsburgh,Choice Chiropractic & Wellness Center,4,5.0,PA,"['health & medical', ' chiropractors']"
3796,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",qMbEq1zSZ-1jcpQqRCRroA,"radiologists, diagnostic imaging, doctors, medical centers, diagnostic services, health & medical",Charlotte,Mecklenburg Radiology Associates,4,3.0,NC,"['radiologists', ' diagnostic imaging', ' doctors', ' medical centers', ' diagnostic services', ' health & medical']"
3797,,z40G19e_XZh_XML0-W2mKw,"health & medical, reflexology",Las Vegas,Angel Hands,7,2.5,NV,"['health & medical', ' reflexology']"
3798,{'BusinessAcceptsCreditCards': 'True'},qrVWEuCUX1s--dD3Mln3Zw,"chiropractors, health & medical",Chandler,Infinite Potential Chiropractic,7,5.0,AZ,"['chiropractors', ' health & medical']"
3799,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",U2g5RVACxNpeD7FEujg3sw,"orthopedists, chiropractors, doctors, health & medical",Huntersville,Adjusting the World Chiropractic,7,4.5,NC,"['orthopedists', ' chiropractors', ' doctors', ' health & medical']"
3800,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",7QcBmUVqnQfzBhH32QvTiA,"health & medical, physical therapy",Las Vegas,ATI Physical Therapy,6,2.0,NV,"['health & medical', ' physical therapy']"
